"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0014896","GO:0014896","muscle hypertrophy","7/326","105/17643",0.00334763162604238,0.0383479798008796,0.030930899449966,"Nr3c1/Foxp1/Rock1/Mef2c/Akap13/Sorbs2/Gsk3b",7
"GO:1903531","GO:1903531","negative regulation of secretion by cell","9/326","163/17643",0.0033532986821397,0.0383479798008796,0.030930899449966,"Frmd4a/Nrg1/Snca/Pde8b/Gnao1/Grm7/Irs1/Myo5a/Map4k4",9
"GO:0051146","GO:0051146","striated muscle cell differentiation","13/326","294/17643",0.0033674730149336,0.0383870406302973,0.0309624053231157,"Nrg1/Nr3c1/Foxp1/Fhod3/Epc1/Bcl9/Ski/Dner/Mef2c/Akap13/Sorbs2/Gsk3b/Prox1",13
"GO:0050848","GO:0050848","regulation of calcium-mediated signaling","6/326","79/17643",0.00340975008641602,0.0384568653193788,0.0310187248593291,"Nrg1/Camta1/L1cam/Cdh13/Mapt/Gsk3b",6
"GO:0002209","GO:0002209","behavioral defense response","5/326","55/17643",0.00341245414636714,0.0384568653193788,0.0310187248593291,"Grin2b/Ephb2/Pde8b/Grm7/Mef2c",5
"GO:0035176","GO:0035176","social behavior","5/326","55/17643",0.00341245414636714,0.0384568653193788,0.0310187248593291,"Ulk4/Shank2/Shank1/Grid1/Nfix",5
"GO:0048762","GO:0048762","mesenchymal cell differentiation","11/326","227/17643",0.00342277976602005,0.0384568653193788,0.0310187248593291,"Zeb2/Rock1/Sema6d/Sema4d/Epha4/Sema3e/Fgfr1/Tgfbr1/Mef2c/Nrp2/Gsk3b",11
"GO:0031112","GO:0031112","positive regulation of microtubule polymerization or depolymerization","4/326","34/17643",0.0034274896781285,0.0384568653193788,0.0310187248593291,"Map1b/Slain1/Mapt/Apc",4
"GO:0001654","GO:0001654","eye development","15/326","366/17643",0.00348027263251592,0.0389266857455072,0.0313976748962169,"Ahi1/Zeb2/Ephb2/Bcl11b/Ski/Cep290/Ntrk3/Dscam/Adamts18/Tgfbr1/Apc/Nfia/Uchl3/Nfix/Prox1",15
"GO:0061000","GO:0061000","negative regulation of dendritic spine development","3/326","17/17643",0.00350693082342314,0.0389804647288902,0.0314410522093421,"Dtnbp1/Ube3a/Dnm3",3
"GO:1902285","GO:1902285","semaphorin-plexin signaling pathway involved in neuron projection guidance","3/326","17/17643",0.00350693082342314,0.0389804647288902,0.0314410522093421,"Plxna4/Mef2c/Nrp2",3
"GO:0030073","GO:0030073","insulin secretion","11/326","228/17643",0.00353868218036593,0.0390898390698007,0.0315292718954553,"Ptprn2/Pde8b/Gnao1/Rapgef4/Mcu/Lrp1/Cacna1d/Prkcb/Irs1/Myo5a/Map4k4",11
"GO:0032984","GO:0032984","protein-containing complex disassembly","11/326","228/17643",0.00353868218036593,0.0390898390698007,0.0315292718954553,"Nrg1/Nckap5/Mical3/Map1b/Arhgef2/Arhgef1/Eps8/Fgf13/Apc/Gsk3b/Sptbn1",11
"GO:0051965","GO:0051965","positive regulation of synapse assembly","6/326","80/17643",0.00363022811757543,0.0397912781749931,0.0320950420493365,"Ephb2/Flrt2/Ntrk3/Grid2/Sema4d/Gsk3b",6
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","9/326","165/17643",0.00363510930003351,0.0397912781749931,0.0320950420493365,"Mtss1/Map1b/Ccdc88a/Slain1/Mapt/Tgfbr1/Apc/Tenm1/Prox1",9
"GO:0010631","GO:0010631","epithelial cell migration","13/326","297/17643",0.00366925502093783,0.0397912781749931,0.0320950420493365,"Zeb2/Foxp1/Hdac7/Rock1/Macf1/Cdh13/Fgfr1/Tgfbr1/Apc/Irs1/Mef2c/Map4k4/Prox1",13
"GO:0010812","GO:0010812","negative regulation of cell-substrate adhesion","5/326","56/17643",0.00369139940468686,0.0397912781749931,0.0320950420493365,"Bcl6/Nexmif/Lrp1/Sema3e/Rasa1",5
"GO:0021587","GO:0021587","cerebellum morphogenesis","5/326","56/17643",0.00369139940468686,0.0397912781749931,0.0320950420493365,"Cacna1a/Dab1/Grid2/Nfix/Prox1",5
"GO:0051703","GO:0051703","biological process involved in intraspecies interaction between organisms","5/326","56/17643",0.00369139940468686,0.0397912781749931,0.0320950420493365,"Ulk4/Shank2/Shank1/Grid1/Nfix",5
"GO:0090497","GO:0090497","mesenchymal cell migration","5/326","56/17643",0.00369139940468686,0.0397912781749931,0.0320950420493365,"Zeb2/Sema6d/Sema4d/Sema3e/Nrp2",5
"GO:0099084","GO:0099084","postsynaptic specialization organization","5/326","56/17643",0.00369139940468686,0.0397912781749931,0.0320950420493365,"Tmem108/Ntng2/Ntrk3/Grid2/C1ql3",5
"GO:0150063","GO:0150063","visual system development","15/326","369/17643",0.0037535627837533,0.0400506795586347,0.0323042712748723,"Ahi1/Zeb2/Ephb2/Bcl11b/Ski/Cep290/Ntrk3/Dscam/Adamts18/Tgfbr1/Apc/Nfia/Uchl3/Nfix/Prox1",15
"GO:0090130","GO:0090130","tissue migration","13/326","298/17643",0.00377459270403309,0.0400506795586347,0.0323042712748723,"Zeb2/Foxp1/Hdac7/Rock1/Macf1/Cdh13/Fgfr1/Tgfbr1/Apc/Irs1/Mef2c/Map4k4/Prox1",13
"GO:0090132","GO:0090132","epithelium migration","13/326","298/17643",0.00377459270403309,0.0400506795586347,0.0323042712748723,"Zeb2/Foxp1/Hdac7/Rock1/Macf1/Cdh13/Fgfr1/Tgfbr1/Apc/Irs1/Mef2c/Map4k4/Prox1",13
"GO:0046777","GO:0046777","protein autophosphorylation","11/326","230/17643",0.00377991870089923,0.0400506795586347,0.0323042712748723,"Nrg1/Prkcg/Camk4/Clk1/Vrk2/Ulk2/Nlk/Epha4/Fgfr1/Tgfbr1/Gsk3b",11
"GO:0003205","GO:0003205","cardiac chamber development","9/326","166/17643",0.00378281362423203,0.0400506795586347,0.0323042712748723,"Slit3/Nrg1/Dnm2/Lrp1/Lmo4/Tgfbr1/Mef2c/Nrp2/Prox1",9
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","9/326","166/17643",0.00378281362423203,0.0400506795586347,0.0323042712748723,"Snca/Fhod3/Map1b/Arhgef2/Shank1/Eps8/Fgf13/Apc/Sptbn1",9
"GO:0007026","GO:0007026","negative regulation of microtubule depolymerization","4/326","35/17643",0.00381425231310857,0.0402640599206254,0.0324763806416657,"Map1b/Arhgef2/Fgf13/Apc",4
"GO:0003279","GO:0003279","cardiac septum development","7/326","108/17643",0.00391399351388845,0.0411950703762654,0.0332273195683,"Slit3/Dnm2/Lrp1/Lmo4/Tgfbr1/Nrp2/Prox1",7
"GO:0048880","GO:0048880","sensory system development","15/326","371/17643",0.0039453423079625,0.041402886337677,0.0333949407738993,"Ahi1/Zeb2/Ephb2/Bcl11b/Ski/Cep290/Ntrk3/Dscam/Adamts18/Tgfbr1/Apc/Nfia/Uchl3/Nfix/Prox1",15
"GO:2000300","GO:2000300","regulation of synaptic vesicle exocytosis","5/326","57/17643",0.00398631900711206,0.0417102235113661,0.0336428342813532,"Prkcg/Unc13b/Dtnbp1/Sv2b/Prkcb",5
"GO:0031503","GO:0031503","protein-containing complex localization","11/326","232/17643",0.00403413069834303,0.0420870711452864,0.0339467938727912,"Nrg1/Cacng8/Kif5a/Iqsec2/Rapgef4/Pacsin1/Myo5b/C1ql3/Anks1b/Dnm3/Gsk3b",11
"GO:1900076","GO:1900076","regulation of cellular response to insulin stimulus","6/326","82/17643",0.00410271770077329,0.0425622910990966,0.0343300990868923,"Prkcb/Irs1/Grb14/Sorbs1/Myo5a/Gsk3b",6
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","10/326","200/17643",0.00414239335800918,0.0425622910990966,0.0343300990868923,"Map1b/Tmem108/Kif5a/Dtnbp1/Ccdc88a/Trim46/Myo5b/Tanc2/Mapt/Myo5a",10
"GO:0021781","GO:0021781","glial cell fate commitment","3/326","18/17643",0.00415125484935135,0.0425622910990966,0.0343300990868923,"Nrg1/Nfia/Nfix",3
"GO:0048532","GO:0048532","anatomical structure arrangement","3/326","18/17643",0.00415125484935135,0.0425622910990966,0.0343300990868923,"Plxna4/Dab1/Nrp2",3
"GO:0071625","GO:0071625","vocalization behavior","3/326","18/17643",0.00415125484935135,0.0425622910990966,0.0343300990868923,"Foxp1/Shank2/Shank1",3
"GO:2000725","GO:2000725","regulation of cardiac muscle cell differentiation","3/326","18/17643",0.00415125484935135,0.0425622910990966,0.0343300990868923,"Nrg1/Mef2c/Gsk3b",3
"GO:0071559","GO:0071559","response to transforming growth factor beta","11/326","233/17643",0.00416625437147324,0.0425936836602192,0.0343554198510265,"Zeb2/Nr3c1/Tnrc6c/Dnm2/Rock1/Ski/Lrp1/Nlk/Tgfbr1/Mef2c/Ptprk",11
"GO:0021517","GO:0021517","ventral spinal cord development","4/326","36/17643",0.00422953808837638,0.0431171197123627,0.0347776154394617,"Cacna1a/Foxp1/Dab1/Lmo4",4
"GO:0051017","GO:0051017","actin filament bundle assembly","9/326","169/17643",0.00425430904571173,0.04324608169544,0.0348816342209503,"Zeb2/Mtss1/Shank1/Dpysl3/Ccdc88a/Eps8/Tgfbr1/Phactr1/Sorbs1",9
"GO:0055001","GO:0055001","muscle cell development","10/326","201/17643",0.00428995700757324,0.0433170036327503,0.0349388387809592,"Nr3c1/Foxp1/Fhod3/Ski/Dner/Mef2c/Akap13/Sorbs2/Gsk3b/Prox1",10
"GO:0007528","GO:0007528","neuromuscular junction development","5/326","58/17643",0.00429770719898924,0.0433170036327503,0.0349388387809592,"Unc13b/Sorbs1/Sorbs2/Gsk3b/Unc13a",5
"GO:0021575","GO:0021575","hindbrain morphogenesis","5/326","58/17643",0.00429770719898924,0.0433170036327503,0.0349388387809592,"Cacna1a/Dab1/Grid2/Nfix/Prox1",5
"GO:0009306","GO:0009306","protein secretion","15/326","377/17643",0.00456931656615708,0.0459248493184463,0.0370422875963631,"Ahi1/Frmd4a/Ptprn2/Unc13b/Pde8b/Gnao1/Rapgef4/Mcu/Lrp1/Myo18a/Cacna1d/Prkcb/Irs1/Myo5a/Map4k4",15
"GO:0022406","GO:0022406","membrane docking","6/326","84/17643",0.00461920729176134,0.0461661950056147,0.0372369533707076,"Unc13b/Rock1/Gnao1/Cep290/Exoc6b/Unc13a",6
"GO:0043242","GO:0043242","negative regulation of protein-containing complex disassembly","6/326","84/17643",0.00461920729176134,0.0461661950056147,0.0372369533707076,"Map1b/Arhgef2/Eps8/Fgf13/Apc/Sptbn1",6
"GO:0021846","GO:0021846","cell proliferation in forebrain","4/326","37/17643",0.00467429185627886,0.0465204122926775,0.0375226596672705,"Zeb2/Bcl11b/Fgfr1/Nfix",4
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","15/326","378/17643",0.00468072533998633,0.0465204122926775,0.0375226596672705,"Ahi1/Frmd4a/Ptprn2/Unc13b/Pde8b/Gnao1/Rapgef4/Mcu/Lrp1/Myo18a/Cacna1d/Prkcb/Irs1/Myo5a/Map4k4",15
"GO:0031589","GO:0031589","cell-substrate adhesion","14/326","342/17643",0.00473547737733969,0.0469338424509667,0.0378561261685576,"Bcl6/Dnm2/Rock1/Nexmif/Lrp1/Macf1/L1cam/Sema3e/Cdh13/Rasa1/Sorbs1/Ptprk/Gsk3b/Map4k4",14
"GO:0061572","GO:0061572","actin filament bundle organization","9/326","172/17643",0.00477049048674572,0.0471498893537638,0.0380303863267613,"Zeb2/Mtss1/Shank1/Dpysl3/Ccdc88a/Eps8/Tgfbr1/Phactr1/Sorbs1",9
"GO:0051656","GO:0051656","establishment of organelle localization","17/326","454/17643",0.004808858981459,0.0472768296462249,0.038132774443232,"Ahi1/Snca/Map1b/Arhgef2/Cenpc1/Kif5a/Dtnbp1/Trim46/Myo5b/Tanc2/Lin7a/Smpd3/Mapt/Apc/Exoc6b/Dnm3/Myo5a",17
"GO:0043491","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","12/326","272/17643",0.0048472007416675,0.0472768296462249,0.038132774443232,"Nrg1/Myo16/Pik3c2b/Ube3a/Ntrk3/Sema4d/Sema3e/Smpd3/Fgfr1/Tgfbr1/Irs1/Gsk3b",12
"GO:0021602","GO:0021602","cranial nerve morphogenesis","3/326","19/17643",0.00486283533636899,0.0472768296462249,0.038132774443232,"Plxna4/Ephb2/Nrp2",3
"GO:0031340","GO:0031340","positive regulation of vesicle fusion","3/326","19/17643",0.00486283533636899,0.0472768296462249,0.038132774443232,"Rimbp2/Snca/Cacna1b",3
"GO:0033151","GO:0033151","V(D)J recombination","3/326","19/17643",0.00486283533636899,0.0472768296462249,0.038132774443232,"Foxp1/Polb/Bcl11b",3
"GO:0098696","GO:0098696","regulation of neurotransmitter receptor localization to postsynaptic specialization membrane","3/326","19/17643",0.00486283533636899,0.0472768296462249,0.038132774443232,"Iqsec2/Rapgef4/Gsk3b",3
"GO:0046785","GO:0046785","microtubule polymerization","6/326","85/17643",0.0048946874529521,0.0474571870438399,0.0382782479873314,"Snca/Map1b/Slain1/Fgf13/Mapt/Apc",6
"GO:0015872","GO:0015872","dopamine transport","5/326","60/17643",0.00497185468660691,0.0479448041130093,0.0386715525268372,"Snca/Dtnbp1/Smpd3/Prkcb/Myo5a",5
"GO:0042596","GO:0042596","fear response","5/326","60/17643",0.00497185468660691,0.0479448041130093,0.0386715525268372,"Grin2b/Ephb2/Pde8b/Grm7/Mef2c",5
"GO:0046879","GO:0046879","hormone secretion","14/326","345/17643",0.00510744138679196,0.0487352521949298,0.0393091159726629,"Nrg1/Ptprn2/Pde8b/Gnao1/Rapgef4/Mcu/Lrp1/Cacna1d/Smpd3/Fgfr1/Prkcb/Irs1/Myo5a/Map4k4",14
"GO:0030072","GO:0030072","peptide hormone secretion","12/326","274/17643",0.00513317328611059,0.0487352521949298,0.0393091159726629,"Ptprn2/Pde8b/Gnao1/Rapgef4/Mcu/Lrp1/Cacna1d/Smpd3/Prkcb/Irs1/Myo5a/Map4k4",12
"GO:0019722","GO:0019722","calcium-mediated signaling","9/326","174/17643",0.005140799483158,0.0487352521949298,0.0393091159726629,"Nrg1/Camta1/Mcu/Cacna1d/L1cam/Cdh13/Tspan18/Mapt/Gsk3b",9
"GO:0031114","GO:0031114","regulation of microtubule depolymerization","4/326","38/17643",0.00514943668091047,0.0487352521949298,0.0393091159726629,"Map1b/Arhgef2/Fgf13/Apc",4
"GO:0090162","GO:0090162","establishment of epithelial cell polarity","4/326","38/17643",0.00514943668091047,0.0487352521949298,0.0393091159726629,"Frmd4a/Cyth3/Myo18a/Frmd4b",4
"GO:0098698","GO:0098698","postsynaptic specialization assembly","4/326","38/17643",0.00514943668091047,0.0487352521949298,0.0393091159726629,"Ntng2/Ntrk3/Grid2/C1ql3",4
"GO:1904861","GO:1904861","excitatory synapse assembly","4/326","38/17643",0.00514943668091047,0.0487352521949298,0.0393091159726629,"Ntrk3/Grid2/C1ql3/Srgap2",4
"GO:0014033","GO:0014033","neural crest cell differentiation","6/326","86/17643",0.0051820506183052,0.0487851097786622,0.0393493303442478,"Zeb2/Sema6d/Sema4d/Sema3e/Mef2c/Nrp2",6
"GO:0048041","GO:0048041","focal adhesion assembly","6/326","86/17643",0.0051820506183052,0.0487851097786622,0.0393493303442478,"Rock1/Lrp1/Macf1/Sorbs1/Ptprk/Map4k4",6
"GO:0071692","GO:0071692","protein localization to extracellular region","15/326","383/17643",0.00527141843085646,0.0494567931675296,0.0398910999882068,"Ahi1/Frmd4a/Ptprn2/Unc13b/Pde8b/Gnao1/Rapgef4/Mcu/Lrp1/Myo18a/Cacna1d/Prkcb/Irs1/Myo5a/Map4k4",15
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","12/326","275/17643",0.00528112057086008,0.0494567931675296,0.0398910999882068,"Rbfox1/Rbfox3/Pabpc4/Cnot3/Tra2a/Rbm5/Tnrc6c/Fus/Rock1/Srrm4/Sfswap/Pabpn1",12
