gene,frequency,go_terms,Source_File
Unc13b,9,"regulation of membrane potential (GO:0042391, p=2.62e-06); regulation of nervous system process (GO:0031644, p=1.42e-03); regulation of synaptic plasticity (GO:0048167, p=1.78e-03); chemical synaptic transmission, postsynaptic (GO:0099565, p=3.05e-03); synaptic transmission, glutamatergic (GO:0035249, p=4.84e-03); neurotransmitter secretion (GO:0007269, p=5.30e-03); signal release from synapse (GO:0099643, p=5.30e-03); regulation of postsynaptic membrane potential (GO:0060078, p=9.65e-03); neuromuscular junction development (GO:0007528, p=2.75e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Kcnma1,9,"regulation of membrane potential (GO:0042391, p=2.62e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.03e-06); regulation of cell size (GO:0008361, p=2.52e-05); regulation of cellular component size (GO:0032535, p=2.56e-04); neuromuscular process (GO:0050905, p=1.83e-03); potassium ion transport (GO:0006813, p=2.11e-03); potassium ion transmembrane transport (GO:0071805, p=7.26e-03); locomotory behavior (GO:0007626, p=9.00e-03); action potential (GO:0001508, p=4.09e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Ctnna2,8,"axonogenesis (GO:0007409, p=4.01e-19); regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); dendrite development (GO:0016358, p=9.23e-04); neuromuscular process (GO:0050905, p=1.83e-03); dendrite morphogenesis (GO:0048813, p=4.58e-03); neuron migration (GO:0001764, p=5.59e-03); regulation of actin filament-based process (GO:0032970, p=3.63e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Gap43,8,"axonogenesis (GO:0007409, p=4.01e-19); postsynapse organization (GO:0099173, p=9.36e-09); cell junction assembly (GO:0034329, p=3.21e-08); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07); synapse assembly (GO:0007416, p=8.28e-07); postsynapse assembly (GO:0099068, p=7.43e-03); postsynaptic specialization organization (GO:0099084, p=2.10e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Gpr158,8,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); protein localization to cell periphery (GO:1990778, p=7.14e-05); cognition (GO:0050890, p=1.98e-04); neurotransmitter secretion (GO:0007269, p=5.30e-03); signal release from synapse (GO:0099643, p=5.30e-03); protein localization to plasma membrane (GO:0072659, p=2.10e-02); positive regulation of synaptic transmission (GO:0050806, p=3.94e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Prrt1,8,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); learning or memory (GO:0007611, p=1.27e-04); cognition (GO:0050890, p=1.98e-04); regulation of synaptic plasticity (GO:0048167, p=1.78e-03); regulation of neurotransmitter receptor activity (GO:0099601, p=4.16e-03); positive regulation of synaptic transmission (GO:0050806, p=3.94e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Taco1,8,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.03e-06); regulation of monoatomic cation transmembrane transport (GO:1904062, p=1.22e-05); learning or memory (GO:0007611, p=1.27e-04); cognition (GO:0050890, p=1.98e-04); learning (GO:0007612, p=5.85e-04)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Kif5c,7,"axonogenesis (GO:0007409, p=4.01e-19); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07); protein localization to synapse (GO:0035418, p=7.88e-07); protein localization to cell junction (GO:1902414, p=5.86e-06); receptor localization to synapse (GO:0097120, p=1.32e-04); protein-containing complex localization (GO:0031503, p=1.48e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Kif5a,7,"axonogenesis (GO:0007409, p=4.01e-19); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07); protein localization to synapse (GO:0035418, p=7.88e-07); protein localization to cell junction (GO:1902414, p=5.86e-06); receptor localization to synapse (GO:0097120, p=1.32e-04); protein-containing complex localization (GO:0031503, p=1.48e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Rit2,7,"negative regulation of cell projection organization (GO:0031345, p=3.59e-11); negative regulation of neuron projection development (GO:0010977, p=3.35e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); positive regulation of neuron projection development (GO:0010976, p=3.69e-06); Ras protein signal transduction (GO:0007265, p=6.18e-03); calcium-mediated signaling (GO:0019722, p=9.95e-03); small GTPase mediated signal transduction (GO:0007264, p=1.67e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Map4k4,7,"negative regulation of cell projection organization (GO:0031345, p=3.59e-11); negative regulation of neuron projection development (GO:0010977, p=3.35e-09); cell junction assembly (GO:0034329, p=3.21e-08); regulation of cell junction assembly (GO:1901888, p=5.44e-04); Ras protein signal transduction (GO:0007265, p=6.18e-03); regulation of GTPase activity (GO:0043087, p=1.25e-02); small GTPase mediated signal transduction (GO:0007264, p=1.67e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Cacna1b,7,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.03e-06); regulation of metal ion transport (GO:0010959, p=1.69e-05); neurotransmitter secretion (GO:0007269, p=5.30e-03); signal release from synapse (GO:0099643, p=5.30e-03); locomotory behavior (GO:0007626, p=9.00e-03); positive regulation of synaptic transmission (GO:0050806, p=3.94e-02); calcium ion transmembrane import into cytosol (GO:0097553, p=4.42e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Brinp1,7,"regulation of neurogenesis (GO:0050767, p=4.47e-05); vocalization behavior (GO:0071625, p=4.80e-05); learning or memory (GO:0007611, p=1.27e-04); cognition (GO:0050890, p=1.98e-04); negative regulation of nervous system development (GO:0051961, p=2.27e-04); negative regulation of neurogenesis (GO:0050768, p=8.51e-04); negative regulation of cell development (GO:0010721, p=1.18e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Dcc,6,"axonogenesis (GO:0007409, p=4.01e-19); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07); positive regulation of neuron projection development (GO:0010976, p=3.69e-06); neuron migration (GO:0001764, p=5.59e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Cck,6,"axonogenesis (GO:0007409, p=4.01e-19); regulation of membrane potential (GO:0042391, p=2.62e-06); learning or memory (GO:0007611, p=1.27e-04); cognition (GO:0050890, p=1.98e-04); learning (GO:0007612, p=5.85e-04); neuron migration (GO:0001764, p=5.59e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Ptpro,6,"axonogenesis (GO:0007409, p=4.01e-19); regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); cell junction assembly (GO:0034329, p=3.21e-08); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Il1rapl2,6,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); cell junction assembly (GO:0034329, p=3.21e-08); synapse assembly (GO:0007416, p=8.28e-07); regulation of cell junction assembly (GO:1901888, p=5.44e-04); regulation of synapse assembly (GO:0051963, p=3.86e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Rala,6,"positive regulation of cell projection organization (GO:0031346, p=1.13e-08); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=2.32e-03); Ras protein signal transduction (GO:0007265, p=6.18e-03); protein-containing complex localization (GO:0031503, p=1.48e-02); small GTPase mediated signal transduction (GO:0007264, p=1.67e-02); regulation of actin filament-based process (GO:0032970, p=3.63e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Jph4,6,"regulation of metal ion transport (GO:0010959, p=1.69e-05); learning or memory (GO:0007611, p=1.27e-04); cognition (GO:0050890, p=1.98e-04); learning (GO:0007612, p=5.85e-04); regulation of synaptic plasticity (GO:0048167, p=1.78e-03); neuromuscular process (GO:0050905, p=1.83e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Nrn1,5,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09); cell growth (GO:0016049, p=1.08e-06)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Fmn1,5,"developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); cell junction assembly (GO:0034329, p=3.21e-08); regulation of cellular component size (GO:0032535, p=2.56e-04); regulation of cell junction assembly (GO:1901888, p=5.44e-04); regulation of actin filament-based process (GO:0032970, p=3.63e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Pard3,5,"cell junction assembly (GO:0034329, p=3.21e-08); regulation of nervous system process (GO:0031644, p=1.42e-03); actin-mediated cell contraction (GO:0070252, p=2.26e-02); actin filament-based movement (GO:0030048, p=3.35e-02); regulation of actin filament-based process (GO:0032970, p=3.63e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Unc13c,5,"regulation of synaptic plasticity (GO:0048167, p=1.78e-03); synaptic transmission, glutamatergic (GO:0035249, p=4.84e-03); neurotransmitter secretion (GO:0007269, p=5.30e-03); signal release from synapse (GO:0099643, p=5.30e-03); neuromuscular junction development (GO:0007528, p=2.75e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Sgcd,5,"calcium-mediated signaling (GO:0019722, p=9.95e-03); protein-containing complex localization (GO:0031503, p=1.48e-02); actin-mediated cell contraction (GO:0070252, p=2.26e-02); cardiac muscle contraction (GO:0060048, p=2.85e-02); actin filament-based movement (GO:0030048, p=3.35e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Dpysl3,4,"negative regulation of cell projection organization (GO:0031345, p=3.59e-11); negative regulation of neuron projection development (GO:0010977, p=3.35e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); positive regulation of neuron projection development (GO:0010976, p=3.69e-06)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Stmn2,4,"negative regulation of cell projection organization (GO:0031345, p=3.59e-11); negative regulation of neuron projection development (GO:0010977, p=3.35e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); positive regulation of neuron projection development (GO:0010976, p=3.69e-06)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Lrfn2,4,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09); regulation of postsynapse organization (GO:0099175, p=1.13e-05)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Cdh13,4,"cell junction assembly (GO:0034329, p=3.21e-08); Ras protein signal transduction (GO:0007265, p=6.18e-03); calcium-mediated signaling (GO:0019722, p=9.95e-03); small GTPase mediated signal transduction (GO:0007264, p=1.67e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Dlgap1,4,"protein localization to synapse (GO:0035418, p=7.88e-07); protein localization to cell junction (GO:1902414, p=5.86e-06); regulation of nervous system process (GO:0031644, p=1.42e-03); regulation of neurotransmitter receptor activity (GO:0099601, p=4.16e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Kcnh5,4,"regulation of membrane potential (GO:0042391, p=2.62e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.03e-06); potassium ion transport (GO:0006813, p=2.11e-03); potassium ion transmembrane transport (GO:0071805, p=7.26e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Sorcs3,4,"learning or memory (GO:0007611, p=1.27e-04); cognition (GO:0050890, p=1.98e-04); learning (GO:0007612, p=5.85e-04); regulation of synaptic plasticity (GO:0048167, p=1.78e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Prkcg,4,"regulation of synaptic plasticity (GO:0048167, p=1.78e-03); neurotransmitter secretion (GO:0007269, p=5.30e-03); signal release from synapse (GO:0099643, p=5.30e-03); positive regulation of synaptic transmission (GO:0050806, p=3.94e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Epha6,3,"axonogenesis (GO:0007409, p=4.01e-19); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Lrrc4c,3,"axonogenesis (GO:0007409, p=4.01e-19); regulation of axonogenesis (GO:0050770, p=4.65e-09); synaptic membrane adhesion (GO:0099560, p=9.55e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Frmpd4,3,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Cdh9,3,"cell junction assembly (GO:0034329, p=3.21e-08); synapse assembly (GO:0007416, p=8.28e-07); synaptic membrane adhesion (GO:0099560, p=9.55e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Rimbp2,3,"regulation of membrane potential (GO:0042391, p=2.62e-06); neurotransmitter secretion (GO:0007269, p=5.30e-03); signal release from synapse (GO:0099643, p=5.30e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Kcnq5,3,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.03e-06); potassium ion transport (GO:0006813, p=2.11e-03); potassium ion transmembrane transport (GO:0071805, p=7.26e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Gnao1,3,"regulation of metal ion transport (GO:0010959, p=1.69e-05); locomotory behavior (GO:0007626, p=9.00e-03); regulation of GTPase activity (GO:0043087, p=1.25e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Anxa7,3,"regulation of cell size (GO:0008361, p=2.52e-05); regulation of cell morphogenesis (GO:0022604, p=1.80e-04); regulation of cellular component size (GO:0032535, p=2.56e-04)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Prkar2b,3,"learning or memory (GO:0007611, p=1.27e-04); cognition (GO:0050890, p=1.98e-04); learning (GO:0007612, p=5.85e-04)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Rasgef1b,3,"Ras protein signal transduction (GO:0007265, p=6.18e-03); regulation of GTPase activity (GO:0043087, p=1.25e-02); small GTPase mediated signal transduction (GO:0007264, p=1.67e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Rapgefl1,3,"Ras protein signal transduction (GO:0007265, p=6.18e-03); regulation of GTPase activity (GO:0043087, p=1.25e-02); small GTPase mediated signal transduction (GO:0007264, p=1.67e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Rapgef5,3,"Ras protein signal transduction (GO:0007265, p=6.18e-03); regulation of GTPase activity (GO:0043087, p=1.25e-02); small GTPase mediated signal transduction (GO:0007264, p=1.67e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Rasgrp1,3,"Ras protein signal transduction (GO:0007265, p=6.18e-03); regulation of GTPase activity (GO:0043087, p=1.25e-02); small GTPase mediated signal transduction (GO:0007264, p=1.67e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Ssx2ip,3,"Ras protein signal transduction (GO:0007265, p=6.18e-03); protein-containing complex localization (GO:0031503, p=1.48e-02); small GTPase mediated signal transduction (GO:0007264, p=1.67e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Uty,3,"actin-mediated cell contraction (GO:0070252, p=2.26e-02); cardiac muscle contraction (GO:0060048, p=2.85e-02); actin filament-based movement (GO:0030048, p=3.35e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Frmd6,3,"actin-mediated cell contraction (GO:0070252, p=2.26e-02); actin filament-based movement (GO:0030048, p=3.35e-02); regulation of actin filament-based process (GO:0032970, p=3.63e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Ptprg,2,"negative regulation of cell projection organization (GO:0031345, p=3.59e-11); negative regulation of neuron projection development (GO:0010977, p=3.35e-09)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Dync1i2,2,"negative regulation of cell projection organization (GO:0031345, p=3.59e-11); negative regulation of neuron projection development (GO:0010977, p=3.35e-09)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Itm2c,2,"negative regulation of cell projection organization (GO:0031345, p=3.59e-11); negative regulation of neuron projection development (GO:0010977, p=3.35e-09)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Malat1,2,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Tox,2,"positive regulation of cell projection organization (GO:0031346, p=1.13e-08); positive regulation of neuron projection development (GO:0010976, p=3.69e-06)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Fut9,2,"positive regulation of cell projection organization (GO:0031346, p=1.13e-08); positive regulation of neuron projection development (GO:0010976, p=3.69e-06)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Ahi1,2,"positive regulation of cell projection organization (GO:0031346, p=1.13e-08); positive regulation of neuron projection development (GO:0010976, p=3.69e-06)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Nkain2,2,"regulation of metal ion transport (GO:0010959, p=1.69e-05); regulation of sodium ion transport (GO:0002028, p=2.70e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Nkain3,2,"regulation of metal ion transport (GO:0010959, p=1.69e-05); regulation of sodium ion transport (GO:0002028, p=2.70e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Efr3a,2,"protein localization to cell periphery (GO:1990778, p=7.14e-05); protein localization to plasma membrane (GO:0072659, p=2.10e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Aff2,2,"learning or memory (GO:0007611, p=1.27e-04); cognition (GO:0050890, p=1.98e-04)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Tmod3,2,"regulation of cellular component size (GO:0032535, p=2.56e-04); regulation of actin filament-based process (GO:0032970, p=3.63e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Add3,2,"regulation of cellular component size (GO:0032535, p=2.56e-04); regulation of actin filament-based process (GO:0032970, p=3.63e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Wwc1,2,"regulation of developmental growth (GO:0048638, p=5.50e-04); negative regulation of developmental growth (GO:0048640, p=2.63e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Slc4a10,2,"regulation of synaptic plasticity (GO:0048167, p=1.78e-03); locomotory behavior (GO:0007626, p=9.00e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Adcy5,2,"neuromuscular process (GO:0050905, p=1.83e-03); locomotory behavior (GO:0007626, p=9.00e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Psap,2,"neuromuscular process (GO:0050905, p=1.83e-03); locomotory behavior (GO:0007626, p=9.00e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Kcnn3,2,"potassium ion transport (GO:0006813, p=2.11e-03); potassium ion transmembrane transport (GO:0071805, p=7.26e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Srgap1,2,"Ras protein signal transduction (GO:0007265, p=6.18e-03); small GTPase mediated signal transduction (GO:0007264, p=1.67e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Dok5,2,"Ras protein signal transduction (GO:0007265, p=6.18e-03); small GTPase mediated signal transduction (GO:0007264, p=1.67e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Nisch,2,"Ras protein signal transduction (GO:0007265, p=6.18e-03); small GTPase mediated signal transduction (GO:0007264, p=1.67e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Mcf2l,2,"Ras protein signal transduction (GO:0007265, p=6.18e-03); small GTPase mediated signal transduction (GO:0007264, p=1.67e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Dock9,2,"regulation of GTPase activity (GO:0043087, p=1.25e-02); small GTPase mediated signal transduction (GO:0007264, p=1.67e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Arhgef10,2,"regulation of GTPase activity (GO:0043087, p=1.25e-02); regulation of actin filament-based process (GO:0032970, p=3.63e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Cnksr2,1,"postsynapse organization (GO:0099173, p=9.36e-09)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Slc4a4,1,"regulation of membrane potential (GO:0042391, p=2.62e-06)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Palmd,1,"regulation of cell morphogenesis (GO:0022604, p=1.80e-04)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Pakap,1,"regulation of cell morphogenesis (GO:0022604, p=1.80e-04)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Sorcs2,1,"regulation of synaptic plasticity (GO:0048167, p=1.78e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Rbfox1,1,"neuromuscular process (GO:0050905, p=1.83e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Tmem150c,1,"neuromuscular process (GO:0050905, p=1.83e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Slc24a5,1,"potassium ion transport (GO:0006813, p=2.11e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Cpt1c,1,"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=2.32e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Gria3,1,"synaptic transmission, glutamatergic (GO:0035249, p=4.84e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Nav1,1,"neuron migration (GO:0001764, p=5.59e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Nexmif,1,"neuron migration (GO:0001764, p=5.59e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Uchl3,1,"locomotory behavior (GO:0007626, p=9.00e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Tox3,1,"calcium-mediated signaling (GO:0019722, p=9.95e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Mcu,1,"calcium-mediated signaling (GO:0019722, p=9.95e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Ncald,1,"calcium-mediated signaling (GO:0019722, p=9.95e-03)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Grb14,1,"negative regulation of cell development (GO:0010721, p=1.18e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Zfp608,1,"negative regulation of cell development (GO:0010721, p=1.18e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Tmem131l,1,"negative regulation of cell development (GO:0010721, p=1.18e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Tbc1d1,1,"regulation of GTPase activity (GO:0043087, p=1.25e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Cpeb2,1,"regulation of GTPase activity (GO:0043087, p=1.25e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Pdzrn3,1,"neuromuscular junction development (GO:0007528, p=2.75e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Mtss1,1,"regulation of actin filament-based process (GO:0032970, p=3.63e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Carmil3,1,"regulation of actin filament-based process (GO:0032970, p=3.63e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_PTZ.csv
Atp1b1,7,"positive regulation of transporter activity (GO:0032411, p=2.47e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03); positive regulation of ion transmembrane transporter activity (GO:0032414, p=2.73e-03); positive regulation of monoatomic ion transport (GO:0043270, p=3.63e-03); positive regulation of monoatomic ion transmembrane transport (GO:0034767, p=4.03e-03); positive regulation of transmembrane transport (GO:0034764, p=3.58e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Asic2,7,"positive regulation of transporter activity (GO:0032411, p=2.47e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03); positive regulation of ion transmembrane transporter activity (GO:0032414, p=2.73e-03); positive regulation of monoatomic ion transport (GO:0043270, p=3.63e-03); positive regulation of monoatomic ion transmembrane transport (GO:0034767, p=4.03e-03); positive regulation of transmembrane transport (GO:0034764, p=3.58e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Calm1,7,"positive regulation of transporter activity (GO:0032411, p=2.47e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03); positive regulation of ion transmembrane transporter activity (GO:0032414, p=2.73e-03); positive regulation of monoatomic ion transport (GO:0043270, p=3.63e-03); positive regulation of monoatomic ion transmembrane transport (GO:0034767, p=4.03e-03); positive regulation of transmembrane transport (GO:0034764, p=3.58e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
Cfl1,7,"positive regulation of transporter activity (GO:0032411, p=2.47e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.02e-03); regulation of transporter activity (GO:0032409, p=1.48e-03); positive regulation of ion transmembrane transporter activity (GO:0032414, p=2.73e-03); positive regulation of monoatomic ion transport (GO:0043270, p=3.63e-03); positive regulation of monoatomic ion transmembrane transport (GO:0034767, p=4.03e-03); positive regulation of transmembrane transport (GO:0034764, p=3.58e-02)",gene_report_L23ExcitatoryNeurons_24hrvs1hr_SAL.csv
